state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed
WY,2020-05-27,NA,NA
AK,2020-05-26,NA,NA
AL,2020-05-26,NA,NA
AR,2020-05-26,NA,NA
AZ,2020-05-26,7,NA
CA,2020-05-26,NA,NA
CO,2020-05-26,NA,NA
CT,2020-05-26,NA,NA
DC,2020-05-26,NA,NA
DE,2020-05-26,NA,NA
FL,2020-05-26,NA,NA
GA,2020-05-26,NA,NA
HI,2020-05-26,0,NA
IA,2020-05-26,8,NA
ID,2020-05-26,NA,NA
IL,2020-05-26,NA,NA
IN,2020-05-26,NA,NA
KS,2020-05-26,NA,NA
KY,2020-05-26,NA,NA
LA,2020-05-26,23,NA
MA,2020-05-26,NA,NA
MD,2020-05-26,NA,NA
ME,2020-05-26,NA,NA
MI,2020-05-26,NA,NA
MN,2020-05-26,NA,NA
MO,2020-05-26,NA,NA
MS,2020-05-26,NA,NA
MT,2020-05-26,NA,NA
NC,2020-05-26,NA,NA
ND,2020-05-26,NA,NA
NE,2020-05-26,NA,NA
NH,2020-05-26,NA,NA
NJ,2020-05-26,NA,NA
NM,2020-05-26,NA,NA
NV,2020-05-26,NA,NA
NY,2020-05-26,1,0
OH,2020-05-26,NA,NA
OK,2020-05-26,NA,NA
OR,2020-05-26,NA,NA
PA,2020-05-26,NA,NA
PR,2020-05-26,NA,NA
RI,2020-05-26,NA,NA
SC,2020-05-26,NA,NA
SD,2020-05-26,NA,NA
TN,2020-05-26,NA,NA
TX,2020-05-26,NA,NA
UT,2020-05-26,NA,NA
VA,2020-05-26,NA,NA
VI,2020-05-26,NA,NA
VT,2020-05-26,NA,NA
WA,2020-05-26,NA,NA
WI,2020-05-26,NA,NA
WV,2020-05-26,NA,NA
WY,2020-05-26,NA,NA
AK,2020-05-25,NA,NA
AL,2020-05-25,NA,NA
AR,2020-05-25,NA,NA
AZ,2020-05-25,13,NA
CA,2020-05-25,NA,NA
CO,2020-05-25,NA,NA
CT,2020-05-25,NA,NA
DC,2020-05-25,NA,NA
DE,2020-05-25,NA,NA
FL,2020-05-25,NA,NA
GA,2020-05-25,NA,NA
HI,2020-05-25,0,NA
IA,2020-05-25,8,NA
ID,2020-05-25,NA,NA
IL,2020-05-25,NA,NA
IN,2020-05-25,NA,NA
KS,2020-05-25,NA,NA
KY,2020-05-25,NA,NA
LA,2020-05-25,25,NA
MA,2020-05-25,NA,NA
MD,2020-05-25,NA,NA
ME,2020-05-25,NA,NA
MI,2020-05-25,NA,NA
MN,2020-05-25,NA,NA
MO,2020-05-25,NA,NA
MS,2020-05-25,0,0
MT,2020-05-25,NA,NA
NC,2020-05-25,NA,NA
ND,2020-05-25,NA,NA
NE,2020-05-25,NA,NA
NH,2020-05-25,NA,NA
NJ,2020-05-25,NA,NA
NM,2020-05-25,NA,NA
NV,2020-05-25,NA,NA
NY,2020-05-25,0,0
OH,2020-05-25,NA,NA
OK,2020-05-25,NA,NA
OR,2020-05-25,NA,NA
PA,2020-05-25,NA,NA
PR,2020-05-25,NA,NA
RI,2020-05-25,NA,NA
SC,2020-05-25,NA,NA
SD,2020-05-25,NA,NA
TN,2020-05-25,NA,NA
TX,2020-05-25,NA,NA
UT,2020-05-25,NA,NA
VA,2020-05-25,NA,NA
VI,2020-05-25,NA,NA
VT,2020-05-25,NA,NA
WA,2020-05-25,NA,NA
WI,2020-05-25,NA,NA
WV,2020-05-25,NA,NA
WY,2020-05-25,NA,NA
AK,2020-05-24,NA,NA
AL,2020-05-24,NA,NA
AR,2020-05-24,NA,NA
AZ,2020-05-24,13,NA
CA,2020-05-24,NA,NA
CO,2020-05-24,NA,NA
CT,2020-05-24,NA,NA
DC,2020-05-24,NA,NA
DE,2020-05-24,NA,NA
FL,2020-05-24,NA,NA
GA,2020-05-24,NA,NA
HI,2020-05-24,0,NA
IA,2020-05-24,8,NA
ID,2020-05-24,NA,NA
IL,2020-05-24,NA,NA
IN,2020-05-24,NA,NA
KS,2020-05-24,NA,NA
KY,2020-05-24,NA,NA
LA,2020-05-24,25,NA
MA,2020-05-24,NA,NA
MD,2020-05-24,NA,NA
ME,2020-05-24,NA,NA
MI,2020-05-24,NA,NA
MN,2020-05-24,NA,NA
MO,2020-05-24,NA,NA
MS,2020-05-24,NA,NA
MT,2020-05-24,NA,NA
NC,2020-05-24,NA,NA
ND,2020-05-24,NA,NA
NE,2020-05-24,NA,NA
NH,2020-05-24,NA,NA
NJ,2020-05-24,NA,NA
NM,2020-05-24,NA,NA
NV,2020-05-24,NA,NA
NY,2020-05-24,0,0
OH,2020-05-24,NA,NA
OK,2020-05-24,NA,NA
OR,2020-05-24,NA,NA
PA,2020-05-24,NA,NA
PR,2020-05-24,NA,NA
RI,2020-05-24,NA,NA
SC,2020-05-24,NA,NA
SD,2020-05-24,NA,NA
TN,2020-05-24,NA,NA
TX,2020-05-24,NA,NA
UT,2020-05-24,NA,NA
VA,2020-05-24,NA,NA
VI,2020-05-24,NA,NA
VT,2020-05-24,NA,NA
WA,2020-05-24,NA,NA
WI,2020-05-24,NA,NA
WV,2020-05-24,NA,NA
WY,2020-05-24,NA,NA
AK,2020-05-23,NA,NA
AL,2020-05-23,NA,NA
AR,2020-05-23,NA,NA
AZ,2020-05-23,13,NA
CA,2020-05-23,NA,NA
CO,2020-05-23,NA,NA
CT,2020-05-23,NA,NA
DC,2020-05-23,NA,NA
DE,2020-05-23,NA,NA
FL,2020-05-23,NA,NA
GA,2020-05-23,NA,NA
HI,2020-05-23,1,NA
IA,2020-05-23,8,NA
ID,2020-05-23,NA,NA
IL,2020-05-23,NA,NA
IN,2020-05-23,NA,NA
KS,2020-05-23,NA,NA
KY,2020-05-23,NA,NA
LA,2020-05-23,34,NA
MA,2020-05-23,NA,NA
MD,2020-05-23,NA,NA
ME,2020-05-23,NA,NA
MI,2020-05-23,NA,NA
MN,2020-05-23,NA,NA
MO,2020-05-23,NA,NA
MS,2020-05-23,NA,NA
MT,2020-05-23,NA,NA
NC,2020-05-23,NA,NA
ND,2020-05-23,NA,NA
NE,2020-05-23,NA,NA
NH,2020-05-23,NA,NA
NJ,2020-05-23,NA,NA
NM,2020-05-23,NA,NA
NV,2020-05-23,NA,NA
NY,2020-05-23,1,0
OH,2020-05-23,NA,NA
OK,2020-05-23,NA,NA
OR,2020-05-23,NA,NA
PA,2020-05-23,NA,NA
PR,2020-05-23,NA,NA
RI,2020-05-23,NA,NA
SC,2020-05-23,NA,NA
SD,2020-05-23,NA,NA
TN,2020-05-23,NA,NA
TX,2020-05-23,NA,NA
UT,2020-05-23,NA,NA
VA,2020-05-23,NA,NA
VI,2020-05-23,NA,NA
VT,2020-05-23,NA,NA
WA,2020-05-23,NA,NA
WI,2020-05-23,NA,NA
WV,2020-05-23,NA,NA
WY,2020-05-23,NA,NA
AK,2020-05-22,NA,NA
AL,2020-05-22,NA,NA
AR,2020-05-22,NA,NA
AZ,2020-05-22,13,NA
CA,2020-05-22,NA,NA
CO,2020-05-22,NA,NA
CT,2020-05-22,NA,NA
DC,2020-05-22,NA,NA
DE,2020-05-22,NA,NA
FL,2020-05-22,NA,NA
GA,2020-05-22,NA,NA
HI,2020-05-22,0,NA
IA,2020-05-22,8,NA
ID,2020-05-22,NA,NA
IL,2020-05-22,NA,NA
IN,2020-05-22,NA,NA
KS,2020-05-22,NA,NA
KY,2020-05-22,NA,NA
LA,2020-05-22,NA,NA
MA,2020-05-22,NA,NA
MD,2020-05-22,NA,NA
ME,2020-05-22,NA,NA
MI,2020-05-22,NA,NA
MN,2020-05-22,NA,NA
MO,2020-05-22,NA,NA
MS,2020-05-22,0,0
MT,2020-05-22,NA,NA
NC,2020-05-22,NA,NA
ND,2020-05-22,NA,NA
NE,2020-05-22,NA,NA
NH,2020-05-22,NA,NA
NJ,2020-05-22,NA,NA
NM,2020-05-22,NA,NA
NV,2020-05-22,NA,NA
NY,2020-05-22,0,0
OH,2020-05-22,NA,NA
OK,2020-05-22,NA,NA
OR,2020-05-22,NA,NA
PA,2020-05-22,NA,NA
PR,2020-05-22,NA,NA
RI,2020-05-22,NA,NA
SC,2020-05-22,NA,NA
SD,2020-05-22,NA,NA
TN,2020-05-22,NA,NA
TX,2020-05-22,NA,NA
UT,2020-05-22,NA,NA
VA,2020-05-22,NA,NA
VI,2020-05-22,NA,NA
VT,2020-05-22,NA,NA
WA,2020-05-22,NA,NA
WI,2020-05-22,NA,NA
WV,2020-05-22,NA,NA
WY,2020-05-22,NA,NA
AK,2020-05-21,NA,NA
AL,2020-05-21,NA,NA
AR,2020-05-21,NA,NA
AZ,2020-05-21,14,NA
CA,2020-05-21,NA,NA
CO,2020-05-21,NA,NA
CT,2020-05-21,NA,NA
DC,2020-05-21,NA,NA
DE,2020-05-21,NA,NA
FL,2020-05-21,NA,NA
GA,2020-05-21,NA,NA
HI,2020-05-21,0,NA
IA,2020-05-21,9,NA
ID,2020-05-21,NA,NA
IL,2020-05-21,NA,NA
IN,2020-05-21,NA,NA
KS,2020-05-21,NA,NA
KY,2020-05-21,NA,NA
LA,2020-05-21,36,NA
MA,2020-05-21,NA,NA
MD,2020-05-21,NA,NA
ME,2020-05-21,NA,NA
MI,2020-05-21,NA,NA
MN,2020-05-21,NA,NA
MO,2020-05-21,NA,NA
MS,2020-05-21,0,0
MT,2020-05-21,NA,NA
NC,2020-05-21,NA,NA
ND,2020-05-21,NA,NA
NE,2020-05-21,NA,NA
NH,2020-05-21,NA,NA
NJ,2020-05-21,NA,NA
NM,2020-05-21,NA,NA
NV,2020-05-21,NA,NA
NY,2020-05-21,1,0
OH,2020-05-21,NA,NA
OK,2020-05-21,NA,NA
OR,2020-05-21,NA,NA
PA,2020-05-21,NA,NA
PR,2020-05-21,NA,NA
RI,2020-05-21,NA,NA
SC,2020-05-21,NA,NA
SD,2020-05-21,NA,NA
TN,2020-05-21,NA,NA
TX,2020-05-21,NA,NA
UT,2020-05-21,NA,NA
VA,2020-05-21,NA,NA
VI,2020-05-21,NA,NA
VT,2020-05-21,NA,NA
WA,2020-05-21,NA,NA
WI,2020-05-21,NA,NA
WV,2020-05-21,NA,NA
WY,2020-05-21,NA,NA
AK,2020-05-20,NA,NA
AL,2020-05-20,NA,NA
AR,2020-05-20,NA,NA
AZ,2020-05-20,37,NA
CA,2020-05-20,NA,NA
CO,2020-05-20,NA,NA
CT,2020-05-20,NA,NA
DC,2020-05-20,NA,NA
DE,2020-05-20,NA,NA
FL,2020-05-20,NA,NA
GA,2020-05-20,NA,NA
HI,2020-05-20,0,NA
IA,2020-05-20,8,NA
ID,2020-05-20,NA,NA
IL,2020-05-20,NA,NA
IN,2020-05-20,NA,NA
KS,2020-05-20,NA,NA
KY,2020-05-20,NA,NA
LA,2020-05-20,36,NA
MA,2020-05-20,NA,NA
MD,2020-05-20,NA,NA
ME,2020-05-20,NA,NA
MI,2020-05-20,NA,NA
MN,2020-05-20,NA,NA
MO,2020-05-20,NA,NA
MS,2020-05-20,NA,NA
MT,2020-05-20,NA,NA
NC,2020-05-20,NA,NA
ND,2020-05-20,NA,NA
NE,2020-05-20,NA,NA
NH,2020-05-20,NA,NA
NJ,2020-05-20,NA,NA
NM,2020-05-20,NA,NA
NV,2020-05-20,NA,NA
NY,2020-05-20,1,0
OH,2020-05-20,NA,NA
OK,2020-05-20,NA,NA
OR,2020-05-20,NA,NA
PA,2020-05-20,NA,NA
PR,2020-05-20,NA,NA
RI,2020-05-20,NA,NA
SC,2020-05-20,NA,NA
SD,2020-05-20,NA,NA
TN,2020-05-20,NA,NA
TX,2020-05-20,NA,NA
UT,2020-05-20,NA,NA
VA,2020-05-20,NA,NA
VI,2020-05-20,NA,NA
VT,2020-05-20,NA,NA
WA,2020-05-20,NA,NA
WI,2020-05-20,NA,NA
WV,2020-05-20,NA,NA
WY,2020-05-20,NA,NA
AK,2020-05-19,NA,NA
AL,2020-05-19,NA,NA
AR,2020-05-19,NA,NA
AZ,2020-05-19,33,NA
CA,2020-05-19,NA,NA
CO,2020-05-19,NA,NA
CT,2020-05-19,NA,NA
DC,2020-05-19,NA,NA
DE,2020-05-19,NA,NA
FL,2020-05-19,NA,NA
GA,2020-05-19,NA,NA
HI,2020-05-19,0,NA
IA,2020-05-19,7,NA
ID,2020-05-19,NA,NA
IL,2020-05-19,NA,NA
IN,2020-05-19,NA,NA
KS,2020-05-19,NA,NA
KY,2020-05-19,NA,NA
LA,2020-05-19,28,NA
MA,2020-05-19,NA,NA
MD,2020-05-19,NA,NA
ME,2020-05-19,NA,NA
MI,2020-05-19,NA,NA
MN,2020-05-19,NA,NA
MO,2020-05-19,NA,NA
MS,2020-05-19,NA,NA
MT,2020-05-19,NA,NA
NC,2020-05-19,NA,NA
ND,2020-05-19,NA,NA
NE,2020-05-19,NA,NA
NH,2020-05-19,NA,NA
NJ,2020-05-19,NA,NA
NM,2020-05-19,NA,NA
NV,2020-05-19,NA,NA
NY,2020-05-19,1,0
OH,2020-05-19,NA,NA
OK,2020-05-19,NA,NA
OR,2020-05-19,NA,NA
PA,2020-05-19,NA,NA
PR,2020-05-19,NA,NA
RI,2020-05-19,NA,NA
SC,2020-05-19,NA,NA
SD,2020-05-19,NA,NA
TN,2020-05-19,NA,NA
TX,2020-05-19,NA,NA
UT,2020-05-19,NA,NA
VA,2020-05-19,NA,NA
VI,2020-05-19,NA,NA
VT,2020-05-19,NA,NA
WA,2020-05-19,NA,NA
WI,2020-05-19,NA,NA
WV,2020-05-19,NA,NA
WY,2020-05-19,NA,NA
AK,2020-05-18,NA,NA
AL,2020-05-18,NA,NA
AR,2020-05-18,NA,NA
AZ,2020-05-18,29,NA
CA,2020-05-18,NA,NA
CO,2020-05-18,NA,NA
CT,2020-05-18,NA,NA
DC,2020-05-18,NA,NA
DE,2020-05-18,NA,NA
FL,2020-05-18,NA,NA
GA,2020-05-18,NA,NA
HI,2020-05-18,1,NA
IA,2020-05-18,3,NA
ID,2020-05-18,NA,NA
IL,2020-05-18,NA,NA
IN,2020-05-18,NA,NA
KS,2020-05-18,NA,NA
KY,2020-05-18,NA,NA
LA,2020-05-18,29,NA
MA,2020-05-18,NA,NA
MD,2020-05-18,NA,NA
ME,2020-05-18,NA,NA
MI,2020-05-18,NA,NA
MN,2020-05-18,NA,NA
MO,2020-05-18,NA,NA
MS,2020-05-18,0,0
MT,2020-05-18,NA,NA
NC,2020-05-18,NA,NA
ND,2020-05-18,NA,NA
NE,2020-05-18,NA,NA
NH,2020-05-18,NA,NA
NJ,2020-05-18,NA,NA
NM,2020-05-18,NA,NA
NV,2020-05-18,NA,NA
NY,2020-05-18,1,0
OH,2020-05-18,NA,NA
OK,2020-05-18,NA,NA
OR,2020-05-18,NA,NA
PA,2020-05-18,NA,NA
PR,2020-05-18,NA,NA
RI,2020-05-18,NA,NA
SC,2020-05-18,NA,NA
SD,2020-05-18,NA,NA
TN,2020-05-18,NA,NA
TX,2020-05-18,NA,NA
UT,2020-05-18,NA,NA
VA,2020-05-18,NA,NA
VI,2020-05-18,NA,NA
VT,2020-05-18,NA,NA
WA,2020-05-18,NA,NA
WI,2020-05-18,NA,NA
WV,2020-05-18,NA,NA
WY,2020-05-18,NA,NA
AK,2020-05-17,NA,NA
AL,2020-05-17,NA,NA
AR,2020-05-17,NA,NA
AZ,2020-05-17,38,NA
CA,2020-05-17,NA,NA
CO,2020-05-17,NA,NA
CT,2020-05-17,NA,NA
DC,2020-05-17,NA,NA
DE,2020-05-17,NA,NA
FL,2020-05-17,NA,NA
GA,2020-05-17,NA,NA
HI,2020-05-17,0,NA
IA,2020-05-17,8,NA
ID,2020-05-17,NA,NA
IL,2020-05-17,NA,NA
IN,2020-05-17,NA,NA
KS,2020-05-17,NA,NA
KY,2020-05-17,NA,NA
LA,2020-05-17,20,NA
MA,2020-05-17,NA,NA
MD,2020-05-17,NA,NA
ME,2020-05-17,NA,NA
MI,2020-05-17,NA,NA
MN,2020-05-17,NA,NA
MO,2020-05-17,NA,NA
MS,2020-05-17,NA,NA
MT,2020-05-17,NA,NA
NC,2020-05-17,NA,NA
ND,2020-05-17,NA,NA
NE,2020-05-17,NA,NA
NH,2020-05-17,NA,NA
NJ,2020-05-17,NA,NA
NM,2020-05-17,NA,NA
NV,2020-05-17,NA,NA
NY,2020-05-17,0,0
OH,2020-05-17,NA,NA
OK,2020-05-17,NA,NA
OR,2020-05-17,NA,NA
PA,2020-05-17,NA,NA
PR,2020-05-17,NA,NA
RI,2020-05-17,NA,NA
SC,2020-05-17,NA,NA
SD,2020-05-17,NA,NA
TN,2020-05-17,NA,NA
TX,2020-05-17,NA,NA
UT,2020-05-17,NA,NA
VA,2020-05-17,NA,NA
VI,2020-05-17,NA,NA
VT,2020-05-17,NA,NA
WA,2020-05-17,NA,NA
WI,2020-05-17,NA,NA
WV,2020-05-17,NA,NA
WY,2020-05-17,NA,NA
AK,2020-05-16,NA,NA
AL,2020-05-16,NA,NA
AR,2020-05-16,NA,NA
AZ,2020-05-16,45,NA
CA,2020-05-16,NA,NA
CO,2020-05-16,NA,NA
CT,2020-05-16,NA,NA
DC,2020-05-16,NA,NA
DE,2020-05-16,NA,NA
FL,2020-05-16,NA,NA
GA,2020-05-16,NA,NA
HI,2020-05-16,0,NA
IA,2020-05-16,9,NA
ID,2020-05-16,NA,NA
IL,2020-05-16,NA,NA
IN,2020-05-16,NA,NA
KS,2020-05-16,NA,NA
KY,2020-05-16,NA,NA
LA,2020-05-16,38,NA
MA,2020-05-16,NA,NA
MD,2020-05-16,NA,NA
ME,2020-05-16,NA,NA
MI,2020-05-16,NA,NA
MN,2020-05-16,NA,NA
MO,2020-05-16,NA,NA
MS,2020-05-16,NA,NA
MT,2020-05-16,NA,NA
NC,2020-05-16,NA,NA
ND,2020-05-16,NA,NA
NE,2020-05-16,NA,NA
NH,2020-05-16,NA,NA
NJ,2020-05-16,NA,NA
NM,2020-05-16,NA,NA
NV,2020-05-16,NA,NA
NY,2020-05-16,0,0
OH,2020-05-16,NA,NA
OK,2020-05-16,NA,NA
OR,2020-05-16,NA,NA
PA,2020-05-16,NA,NA
PR,2020-05-16,NA,NA
RI,2020-05-16,NA,NA
SC,2020-05-16,NA,NA
SD,2020-05-16,NA,NA
TN,2020-05-16,NA,NA
TX,2020-05-16,NA,NA
UT,2020-05-16,NA,NA
VA,2020-05-16,NA,NA
VI,2020-05-16,NA,NA
VT,2020-05-16,NA,NA
WA,2020-05-16,NA,NA
WI,2020-05-16,NA,NA
WV,2020-05-16,NA,NA
WY,2020-05-16,NA,NA
AK,2020-05-15,NA,NA
AL,2020-05-15,NA,NA
AR,2020-05-15,NA,NA
AZ,2020-05-15,8,NA
CA,2020-05-15,NA,NA
CO,2020-05-15,NA,NA
CT,2020-05-15,NA,NA
DC,2020-05-15,NA,NA
DE,2020-05-15,NA,NA
FL,2020-05-15,NA,NA
GA,2020-05-15,NA,NA
HI,2020-05-15,0,NA
IA,2020-05-15,8,NA
ID,2020-05-15,NA,NA
IL,2020-05-15,NA,NA
IN,2020-05-15,NA,NA
KS,2020-05-15,NA,NA
KY,2020-05-15,NA,NA
LA,2020-05-15,45,NA
MA,2020-05-15,NA,NA
MD,2020-05-15,NA,NA
ME,2020-05-15,NA,NA
MI,2020-05-15,NA,NA
MN,2020-05-15,NA,NA
MO,2020-05-15,NA,NA
MS,2020-05-15,NA,NA
MT,2020-05-15,NA,NA
NC,2020-05-15,NA,NA
ND,2020-05-15,NA,NA
NE,2020-05-15,NA,NA
NH,2020-05-15,NA,NA
NJ,2020-05-15,NA,NA
NM,2020-05-15,NA,NA
NV,2020-05-15,NA,NA
NY,2020-05-15,0,0
OH,2020-05-15,NA,NA
OK,2020-05-15,NA,NA
OR,2020-05-15,NA,NA
PA,2020-05-15,NA,NA
PR,2020-05-15,NA,NA
RI,2020-05-15,NA,NA
SC,2020-05-15,NA,NA
SD,2020-05-15,NA,NA
TN,2020-05-15,NA,NA
TX,2020-05-15,NA,NA
UT,2020-05-15,NA,NA
VA,2020-05-15,NA,NA
VI,2020-05-15,NA,NA
VT,2020-05-15,NA,NA
WA,2020-05-15,NA,NA
WI,2020-05-15,NA,NA
WV,2020-05-15,NA,NA
WY,2020-05-15,NA,NA
AK,2020-05-14,NA,NA
AL,2020-05-14,NA,NA
AR,2020-05-14,NA,NA
AZ,2020-05-14,16,NA
CA,2020-05-14,NA,NA
CO,2020-05-14,NA,NA
CT,2020-05-14,NA,NA
DC,2020-05-14,NA,NA
DE,2020-05-14,NA,NA
FL,2020-05-14,NA,NA
GA,2020-05-14,NA,NA
HI,2020-05-14,0,NA
IA,2020-05-14,7,NA
ID,2020-05-14,NA,NA
IL,2020-05-14,NA,NA
IN,2020-05-14,NA,NA
KS,2020-05-14,NA,NA
KY,2020-05-14,NA,NA
LA,2020-05-14,47,NA
MA,2020-05-14,NA,NA
MD,2020-05-14,NA,NA
ME,2020-05-14,NA,NA
MI,2020-05-14,NA,NA
MN,2020-05-14,NA,NA
MO,2020-05-14,NA,NA
MS,2020-05-14,NA,NA
MT,2020-05-14,NA,NA
NC,2020-05-14,NA,NA
ND,2020-05-14,NA,NA
NE,2020-05-14,NA,NA
NH,2020-05-14,NA,NA
NJ,2020-05-14,NA,NA
NM,2020-05-14,NA,NA
NV,2020-05-14,NA,NA
NY,2020-05-14,NA,NA
OH,2020-05-14,NA,NA
OK,2020-05-14,NA,NA
OR,2020-05-14,NA,NA
PA,2020-05-14,NA,NA
PR,2020-05-14,NA,NA
RI,2020-05-14,NA,NA
SC,2020-05-14,NA,NA
SD,2020-05-14,NA,NA
TN,2020-05-14,NA,NA
TX,2020-05-14,NA,NA
UT,2020-05-14,NA,NA
VA,2020-05-14,NA,NA
VI,2020-05-14,NA,NA
VT,2020-05-14,NA,NA
WA,2020-05-14,NA,NA
WI,2020-05-14,NA,NA
WV,2020-05-14,NA,NA
WY,2020-05-14,NA,NA
AK,2020-05-13,NA,NA
AL,2020-05-13,NA,NA
AR,2020-05-13,NA,NA
AZ,2020-05-13,15,NA
CA,2020-05-13,NA,NA
CO,2020-05-13,NA,NA
CT,2020-05-13,NA,NA
DC,2020-05-13,NA,NA
DE,2020-05-13,NA,NA
FL,2020-05-13,NA,NA
GA,2020-05-13,NA,NA
HI,2020-05-13,0,NA
IA,2020-05-13,10,NA
ID,2020-05-13,NA,NA
IL,2020-05-13,NA,NA
IN,2020-05-13,NA,NA
KS,2020-05-13,NA,NA
KY,2020-05-13,NA,NA
LA,2020-05-13,34,NA
MA,2020-05-13,NA,NA
MD,2020-05-13,NA,NA
ME,2020-05-13,NA,NA
MI,2020-05-13,NA,NA
MN,2020-05-13,NA,NA
MO,2020-05-13,NA,NA
MS,2020-05-13,NA,NA
MT,2020-05-13,NA,NA
NC,2020-05-13,NA,NA
ND,2020-05-13,NA,NA
NE,2020-05-13,NA,NA
NH,2020-05-13,NA,NA
NJ,2020-05-13,NA,NA
NM,2020-05-13,NA,NA
NV,2020-05-13,NA,NA
NY,2020-05-13,0,0
OH,2020-05-13,NA,NA
OK,2020-05-13,NA,NA
OR,2020-05-13,NA,NA
PA,2020-05-13,NA,NA
PR,2020-05-13,NA,NA
RI,2020-05-13,NA,NA
SC,2020-05-13,NA,NA
SD,2020-05-13,NA,NA
TN,2020-05-13,NA,NA
TX,2020-05-13,NA,NA
UT,2020-05-13,NA,NA
VA,2020-05-13,NA,NA
VI,2020-05-13,NA,NA
VT,2020-05-13,NA,NA
WA,2020-05-13,NA,NA
WI,2020-05-13,NA,NA
WV,2020-05-13,NA,NA
WY,2020-05-13,NA,NA
AK,2020-05-12,NA,NA
AL,2020-05-12,NA,NA
AR,2020-05-12,NA,NA
AZ,2020-05-12,8,NA
CA,2020-05-12,NA,NA
CO,2020-05-12,NA,NA
CT,2020-05-12,NA,NA
DC,2020-05-12,NA,NA
DE,2020-05-12,NA,NA
FL,2020-05-12,NA,NA
GA,2020-05-12,NA,NA
HI,2020-05-12,0,NA
IA,2020-05-12,6,NA
ID,2020-05-12,NA,NA
IL,2020-05-12,NA,NA
IN,2020-05-12,NA,NA
KS,2020-05-12,NA,NA
KY,2020-05-12,NA,NA
LA,2020-05-12,40,NA
MA,2020-05-12,NA,NA
MD,2020-05-12,NA,NA
ME,2020-05-12,NA,NA
MI,2020-05-12,NA,NA
MN,2020-05-12,NA,NA
MO,2020-05-12,NA,NA
MS,2020-05-12,NA,NA
MT,2020-05-12,NA,NA
NC,2020-05-12,NA,NA
ND,2020-05-12,NA,NA
NE,2020-05-12,NA,NA
NH,2020-05-12,NA,NA
NJ,2020-05-12,NA,NA
NM,2020-05-12,NA,NA
NV,2020-05-12,NA,NA
NY,2020-05-12,0,0
OH,2020-05-12,NA,NA
OK,2020-05-12,NA,NA
OR,2020-05-12,NA,NA
PA,2020-05-12,NA,NA
PR,2020-05-12,NA,NA
RI,2020-05-12,NA,NA
SC,2020-05-12,NA,NA
SD,2020-05-12,NA,NA
TN,2020-05-12,NA,NA
TX,2020-05-12,NA,NA
UT,2020-05-12,NA,NA
VA,2020-05-12,NA,NA
VI,2020-05-12,NA,NA
VT,2020-05-12,NA,NA
WA,2020-05-12,NA,NA
WI,2020-05-12,NA,NA
WV,2020-05-12,NA,NA
WY,2020-05-12,NA,NA
AK,2020-05-11,NA,NA
AL,2020-05-11,NA,NA
AR,2020-05-11,NA,NA
AZ,2020-05-11,13,NA
CA,2020-05-11,NA,NA
CO,2020-05-11,NA,NA
CT,2020-05-11,NA,NA
DC,2020-05-11,NA,NA
DE,2020-05-11,NA,NA
FL,2020-05-11,NA,NA
GA,2020-05-11,NA,NA
HI,2020-05-11,0,NA
IA,2020-05-11,5,NA
ID,2020-05-11,NA,NA
IL,2020-05-11,NA,NA
IN,2020-05-11,NA,NA
KS,2020-05-11,NA,NA
KY,2020-05-11,NA,NA
LA,2020-05-11,34,NA
MA,2020-05-11,NA,NA
MD,2020-05-11,NA,NA
ME,2020-05-11,NA,NA
MI,2020-05-11,NA,NA
MN,2020-05-11,NA,NA
MO,2020-05-11,NA,NA
MS,2020-05-11,NA,NA
MT,2020-05-11,NA,NA
NC,2020-05-11,NA,NA
ND,2020-05-11,NA,NA
NE,2020-05-11,NA,NA
NH,2020-05-11,NA,NA
NJ,2020-05-11,NA,NA
NM,2020-05-11,NA,NA
NV,2020-05-11,NA,NA
NY,2020-05-11,1,0
OH,2020-05-11,NA,NA
OK,2020-05-11,NA,NA
OR,2020-05-11,NA,NA
PA,2020-05-11,NA,NA
PR,2020-05-11,NA,NA
RI,2020-05-11,NA,NA
SC,2020-05-11,NA,NA
SD,2020-05-11,NA,NA
TN,2020-05-11,NA,NA
TX,2020-05-11,NA,NA
UT,2020-05-11,NA,NA
VA,2020-05-11,NA,NA
VI,2020-05-11,NA,NA
VT,2020-05-11,NA,NA
WA,2020-05-11,NA,NA
WI,2020-05-11,NA,NA
WV,2020-05-11,NA,NA
WY,2020-05-11,NA,NA
AK,2020-05-10,NA,NA
AL,2020-05-10,NA,NA
AR,2020-05-10,NA,NA
AZ,2020-05-10,25,NA
CA,2020-05-10,NA,NA
CO,2020-05-10,NA,NA
CT,2020-05-10,NA,NA
DC,2020-05-10,NA,NA
DE,2020-05-10,NA,NA
FL,2020-05-10,NA,NA
GA,2020-05-10,NA,NA
HI,2020-05-10,0,NA
IA,2020-05-10,9,NA
ID,2020-05-10,NA,NA
IL,2020-05-10,NA,NA
IN,2020-05-10,NA,NA
KS,2020-05-10,NA,NA
KY,2020-05-10,NA,NA
LA,2020-05-10,26,NA
MA,2020-05-10,NA,NA
MD,2020-05-10,NA,NA
ME,2020-05-10,NA,NA
MI,2020-05-10,NA,NA
MN,2020-05-10,NA,NA
MO,2020-05-10,NA,NA
MS,2020-05-10,NA,NA
MT,2020-05-10,NA,NA
